Sample in Buffer,Sample in Window,TRIGGER,i_core_v_mcu/i_soc_domain/fc_subsystem_i/lFC_CORE/instr_rdata_i[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
1192,1192,0,1a1077b7
1193,1193,0,8082c7a8
1194,1194,0,00000000
1195,1195,0,00000000
1196,1196,0,00000000
1197,1197,0,00000000
1198,1198,0,c55177a0
1199,1199,0,e7b74405
1200,1200,0,80a31c07
1201,1201,0,40b2b581
1202,1202,0,44924422
1203,1203,0,01414902
1204,1204,0,11018082
1205,1205,0,00000000
1206,1206,0,ce06ca26
1207,1207,0,00000000
1208,1208,0,078547b2
1209,1209,0,47b2c63e
1210,1210,0,fcf478e3
1211,1211,0,00000000
1212,1212,0,00000000
1213,1213,0,f819c783
1214,1214,0,00000000
1215,1215,0,0828e789
1216,1216,0,00000000
1217,1217,0,074a2783
1218,1218,0,01578863
1219,1219,0,1c0087b7
1220,1220,0,08078793
1221,1221,0,00000000
1222,1222,0,00000000
1223,1223,0,00000000
1224,1224,0,00000000
1225,1225,0,00000000
1226,1226,0,f6a4c783
1227,1227,0,f0efe399
1228,1228,0,4783e46f
1229,1229,0,e399f689
1230,1230,0,00000000
1231,1231,0,d4227179
1232,1232,0,1c07e437
1233,1233,0,f8044783
1234,1234,0,00000000
1235,1235,0,d226d606
1236,1236,0,ce4ed04a
1237,1237,0,000107a3
1238,1238,0,00000000
1239,1239,0,6c634719
1240,1240,0,00000000
1241,1241,0,173704f7
1242,1242,0,078a1a00
1243,1243,0,09470713
1244,1244,0,439c97ba
1245,1245,0,00000000
1246,1246,0,f8040413
1247,1247,0,00f10613
1248,1248,0,00000000
1249,1249,0,45014585
1250,1250,0,00000000
1251,1251,0,00ef8782
1252,1252,0,47854e50
1253,1253,0,00000000
1254,1254,0,00ef8782
1255,1255,0,47854e50
1256,1256,0,02f51963
1257,1257,0,27b7bfc5
1258,1258,0,87930034
1259,1259,0,953e0417
1260,1260,0,591c051e
1261,1261,0,c7998b85
1262,1262,0,00000000
1263,1263,0,03454783
1264,1264,0,00000000
1265,1265,0,00234505
1266,1266,0,00000000
1267,1267,0,00000000
1268,1268,0,00000000
1269,1269,0,00000000
1270,1270,0,80824501
1271,1271,0,ca09832a
1272,1272,0,00058383
1273,1273,0,47854e50
1274,1274,0,02f51963
1275,1275,0,00f14703
1276,1276,0,05300793
1277,1277,0,50b2f6e7
1278,1278,0,54925422
1279,1279,0,49f25902
1280,1280,0,80826145
1281,1281,0,00000000
1282,1282,0,49f000ef
1283,1283,0,00000000
1284,1284,0,16e34785
1285,1285,0,4783e46f
1286,1286,0,e399f689
1287,1287,0,d24ff0ef
1288,1288,0,078547b2
1289,1289,0,00000000
1290,1290,0,00000000
1291,1291,0,c6061141
1292,1292,0,c226c422
1293,1293,0,00efc04a
1294,1294,0,00000000
1295,1295,0,c55177a0
1296,1296,0,00000000
1297,1297,0,e7b74405
1298,1298,0,1a1077b7
1299,1299,0,751343e8
1300,1300,0,80820ff5
1301,1301,0,1a1077b7
1302,1302,0,8082c7a8
1303,1303,0,00000000
1304,1304,0,00000000
1305,1305,0,00000000
1306,1306,0,00000000
1307,1307,0,c55177a0
1308,1308,0,e7b74405
1309,1309,0,80a31c07
1310,1310,0,40b2b581
1311,1311,0,44924422
1312,1312,0,01414902
1313,1313,0,11018082
1314,1314,0,00000000
1315,1315,0,ce06ca26
1316,1316,0,00000000
1317,1317,0,078547b2
1318,1318,0,47b2c63e
1319,1319,0,fcf478e3
1320,1320,0,00000000
1321,1321,0,00000000
1322,1322,0,f819c783
1323,1323,0,00000000
1324,1324,0,0828e789
1325,1325,0,00000000
1326,1326,0,074a2783
1327,1327,0,01578863
1328,1328,0,1c0087b7
1329,1329,0,08078793
1330,1330,0,00000000
1331,1331,0,00000000
1332,1332,0,00000000
1333,1333,0,00000000
1334,1334,0,00000000
1335,1335,0,f6a4c783
1336,1336,0,f0efe399
1337,1337,0,4783e46f
1338,1338,0,e399f689
1339,1339,0,00000000
1340,1340,0,d4227179
1341,1341,0,1c07e437
1342,1342,0,f8044783
1343,1343,0,00000000
1344,1344,0,d226d606
1345,1345,0,ce4ed04a
1346,1346,0,000107a3
1347,1347,0,00000000
1348,1348,0,6c634719
1349,1349,0,00000000
1350,1350,0,173704f7
1351,1351,0,078a1a00
1352,1352,0,09470713
1353,1353,0,439c97ba
1354,1354,0,00000000
1355,1355,0,f8040413
1356,1356,0,00f10613
1357,1357,0,00000000
1358,1358,0,45014585
1359,1359,0,00000000
1360,1360,0,00ef8782
1361,1361,0,47854e50
1362,1362,0,00000000
1363,1363,0,00ef8782
1364,1364,0,47854e50
1365,1365,0,02f51963
1366,1366,0,27b7bfc5
1367,1367,0,87930034
1368,1368,0,953e0417
1369,1369,0,591c051e
1370,1370,0,c7998b85
1371,1371,0,00000000
1372,1372,0,03454783
1373,1373,0,00000000
1374,1374,0,00234505
1375,1375,0,00000000
1376,1376,0,00000000
1377,1377,0,00000000
1378,1378,0,00000000
1379,1379,0,80824501
1380,1380,0,ca09832a
1381,1381,0,00058383
1382,1382,0,47854e50
1383,1383,0,02f51963
1384,1384,0,00f14703
1385,1385,0,05300793
1386,1386,0,50b2f6e7
1387,1387,0,54925422
1388,1388,0,49f25902
1389,1389,0,80826145
1390,1390,0,00000000
1391,1391,0,49f000ef
1392,1392,0,00000000
1393,1393,0,16e34785
1394,1394,0,4783e46f
1395,1395,0,e399f689
1396,1396,0,d24ff0ef
1397,1397,0,078547b2
1398,1398,0,00000000
1399,1399,0,00000000
1400,1400,0,c6061141
1401,1401,0,c226c422
1402,1402,0,00efc04a
1403,1403,0,00000000
1404,1404,0,c55177a0
1405,1405,0,00000000
1406,1406,0,e7b74405
1407,1407,0,1a1077b7
1408,1408,0,751343e8
1409,1409,0,80820ff5
1410,1410,0,1a1077b7
1411,1411,0,8082c7a8
1412,1412,0,00000000
1413,1413,0,00000000
1414,1414,0,00000000
1415,1415,0,00000000
1416,1416,0,c55177a0
1417,1417,0,e7b74405
1418,1418,0,80a31c07
1419,1419,0,40b2b581
1420,1420,0,44924422
1421,1421,0,01414902
1422,1422,0,11018082
1423,1423,0,00000000
1424,1424,0,ce06ca26
1425,1425,0,00000000
1426,1426,0,078547b2
1427,1427,0,47b2c63e
1428,1428,0,fcf478e3
1429,1429,0,00000000
1430,1430,0,00000000
1431,1431,0,f819c783
1432,1432,0,00000000
1433,1433,0,0828e789
1434,1434,0,00000000
1435,1435,0,074a2783
1436,1436,0,01578863
1437,1437,0,1c0087b7
1438,1438,0,08078793
1439,1439,0,00000000
1440,1440,0,00000000
1441,1441,0,00000000
1442,1442,0,00000000
1443,1443,0,00000000
1444,1444,0,f6a4c783
1445,1445,0,f0efe399
1446,1446,0,4783e46f
1447,1447,0,e399f689
1448,1448,0,00000000
1449,1449,0,d4227179
1450,1450,0,1c07e437
1451,1451,0,f8044783
1452,1452,0,00000000
1453,1453,0,d226d606
1454,1454,0,ce4ed04a
1455,1455,0,000107a3
1456,1456,0,00000000
1457,1457,0,6c634719
1458,1458,0,00000000
1459,1459,0,173704f7
1460,1460,0,078a1a00
1461,1461,0,09470713
1462,1462,0,439c97ba
1463,1463,0,00000000
1464,1464,0,f8040413
1465,1465,0,00f10613
1466,1466,0,00000000
1467,1467,0,45014585
1468,1468,0,00000000
1469,1469,0,00ef8782
1470,1470,0,47854e50
1471,1471,0,00000000
1472,1472,0,00ef8782
1473,1473,0,47854e50
1474,1474,0,02f51963
1475,1475,0,27b7bfc5
1476,1476,0,87930034
1477,1477,0,953e0417
1478,1478,0,591c051e
1479,1479,0,c7998b85
1480,1480,0,00000000
1481,1481,0,03454783
1482,1482,0,00000000
1483,1483,0,00234505
1484,1484,0,00000000
1485,1485,0,00000000
1486,1486,0,00000000
1487,1487,0,00000000
1488,1488,0,80824501
1489,1489,0,ca09832a
1490,1490,0,00058383
1491,1491,0,47854e50
1492,1492,0,02f51963
1493,1493,0,00f14703
1494,1494,0,05300793
1495,1495,0,50b2f6e7
1496,1496,0,54925422
1497,1497,0,49f25902
1498,1498,0,80826145
1499,1499,0,00000000
1500,1500,0,49f000ef
1501,1501,0,00000000
1502,1502,0,16e34785
1503,1503,0,4783e46f
1504,1504,0,e399f689
1505,1505,0,d24ff0ef
1506,1506,0,078547b2
1507,1507,0,00000000
1508,1508,0,00000000
1509,1509,0,c6061141
1510,1510,0,c226c422
1511,1511,0,00efc04a
1512,1512,0,00000000
1513,1513,0,c55177a0
1514,1514,0,00000000
1515,1515,0,e7b74405
1516,1516,0,1a1077b7
1517,1517,0,751343e8
1518,1518,0,80820ff5
1519,1519,0,1a1077b7
1520,1520,0,8082c7a8
1521,1521,0,00000000
1522,1522,0,00000000
1523,1523,0,00000000
1524,1524,0,00000000
1525,1525,0,c55177a0
1526,1526,0,e7b74405
1527,1527,0,80a31c07
1528,1528,0,40b2b581
1529,1529,0,44924422
1530,1530,0,01414902
1531,1531,0,11018082
1532,1532,0,00000000
1533,1533,0,ce06ca26
1534,1534,0,00000000
1535,1535,0,078547b2
1536,1536,0,47b2c63e
1537,1537,0,fcf478e3
1538,1538,0,00000000
1539,1539,0,00000000
1540,1540,0,f819c783
1541,1541,0,00000000
1542,1542,0,0828e789
1543,1543,0,00000000
1544,1544,0,074a2783
1545,1545,0,01578863
1546,1546,0,1c0087b7
1547,1547,0,08078793
1548,1548,0,00000000
1549,1549,0,00000000
1550,1550,0,00000000
1551,1551,0,00000000
1552,1552,0,00000000
1553,1553,0,f6a4c783
1554,1554,0,f0efe399
1555,1555,0,4783e46f
1556,1556,0,e399f689
1557,1557,0,00000000
1558,1558,0,d4227179
1559,1559,0,1c07e437
1560,1560,0,f8044783
1561,1561,0,00000000
1562,1562,0,d226d606
1563,1563,0,ce4ed04a
1564,1564,0,000107a3
1565,1565,0,00000000
1566,1566,0,6c634719
1567,1567,0,00000000
1568,1568,0,173704f7
1569,1569,0,078a1a00
1570,1570,0,09470713
1571,1571,0,439c97ba
1572,1572,0,00000000
1573,1573,0,f8040413
1574,1574,0,00f10613
1575,1575,0,00000000
1576,1576,0,45014585
1577,1577,0,00000000
1578,1578,0,00ef8782
1579,1579,0,47854e50
1580,1580,0,00000000
1581,1581,0,00ef8782
1582,1582,0,47854e50
1583,1583,0,02f51963
1584,1584,0,27b7bfc5
1585,1585,0,87930034
1586,1586,0,953e0417
1587,1587,0,591c051e
1588,1588,0,c7998b85
1589,1589,0,00000000
1590,1590,0,03454783
1591,1591,0,00000000
1592,1592,0,00234505
1593,1593,0,00000000
1594,1594,0,00000000
1595,1595,0,00000000
1596,1596,0,00000000
1597,1597,0,80824501
1598,1598,0,ca09832a
1599,1599,0,00058383
1600,1600,0,47854e50
1601,1601,0,02f51963
1602,1602,0,00f14703
1603,1603,0,05300793
1604,1604,0,50b2f6e7
1605,1605,0,54925422
1606,1606,0,49f25902
1607,1607,0,80826145
1608,1608,0,00000000
1609,1609,0,49f000ef
1610,1610,0,00000000
1611,1611,0,16e34785
1612,1612,0,4783e46f
1613,1613,0,e399f689
1614,1614,0,d24ff0ef
1615,1615,0,078547b2
1616,1616,0,00000000
1617,1617,0,00000000
1618,1618,0,c6061141
1619,1619,0,c226c422
1620,1620,0,00efc04a
1621,1621,0,00000000
1622,1622,0,c55177a0
1623,1623,0,00000000
1624,1624,0,e7b74405
1625,1625,0,1a1077b7
1626,1626,0,751343e8
1627,1627,0,80820ff5
1628,1628,0,1a1077b7
1629,1629,0,8082c7a8
1630,1630,0,00000000
1631,1631,0,00000000
1632,1632,0,00000000
1633,1633,0,00000000
1634,1634,0,c55177a0
1635,1635,0,e7b74405
1636,1636,0,80a31c07
1637,1637,0,40b2b581
1638,1638,0,44924422
1639,1639,0,01414902
1640,1640,0,11018082
1641,1641,0,00000000
1642,1642,0,ce06ca26
1643,1643,0,00000000
1644,1644,0,078547b2
1645,1645,0,47b2c63e
1646,1646,0,fcf478e3
1647,1647,0,00000000
1648,1648,0,00000000
1649,1649,0,f819c783
1650,1650,0,00000000
1651,1651,0,0828e789
1652,1652,0,00000000
1653,1653,0,074a2783
1654,1654,0,01578863
1655,1655,0,1c0087b7
1656,1656,0,08078793
1657,1657,0,00000000
1658,1658,0,00000000
1659,1659,0,00000000
1660,1660,0,00000000
1661,1661,0,00000000
1662,1662,0,f6a4c783
1663,1663,0,f0efe399
1664,1664,0,4783e46f
1665,1665,0,e399f689
1666,1666,0,00000000
1667,1667,0,d4227179
1668,1668,0,1c07e437
1669,1669,0,f8044783
1670,1670,0,00000000
1671,1671,0,d226d606
1672,1672,0,ce4ed04a
1673,1673,0,000107a3
1674,1674,0,00000000
1675,1675,0,6c634719
1676,1676,0,00000000
1677,1677,0,173704f7
1678,1678,0,078a1a00
1679,1679,0,09470713
1680,1680,0,439c97ba
1681,1681,0,00000000
1682,1682,0,f8040413
1683,1683,0,00f10613
1684,1684,0,00000000
1685,1685,0,45014585
1686,1686,0,00000000
1687,1687,0,00ef8782
1688,1688,0,47854e50
1689,1689,0,00000000
1690,1690,0,00ef8782
1691,1691,0,47854e50
1692,1692,0,02f51963
1693,1693,0,27b7bfc5
1694,1694,0,87930034
1695,1695,0,953e0417
1696,1696,0,591c051e
1697,1697,0,c7998b85
1698,1698,0,00000000
1699,1699,0,03454783
1700,1700,0,00000000
1701,1701,0,00234505
1702,1702,0,00000000
1703,1703,0,00000000
1704,1704,0,00000000
1705,1705,0,00000000
1706,1706,0,80824501
1707,1707,0,ca09832a
1708,1708,0,00058383
1709,1709,0,47854e50
1710,1710,0,02f51963
1711,1711,0,00f14703
1712,1712,0,05300793
1713,1713,0,50b2f6e7
1714,1714,0,54925422
1715,1715,0,49f25902
1716,1716,0,80826145
1717,1717,0,00000000
1718,1718,0,49f000ef
1719,1719,0,00000000
1720,1720,0,16e34785
1721,1721,0,4783e46f
1722,1722,0,e399f689
1723,1723,0,d24ff0ef
1724,1724,0,078547b2
1725,1725,0,00000000
1726,1726,0,00000000
1727,1727,0,c6061141
1728,1728,0,c226c422
1729,1729,0,00efc04a
1730,1730,0,00000000
1731,1731,0,c55177a0
1732,1732,0,00000000
1733,1733,0,e7b74405
1734,1734,0,1a1077b7
1735,1735,0,751343e8
1736,1736,0,80820ff5
1737,1737,0,1a1077b7
1738,1738,0,8082c7a8
1739,1739,0,00000000
1740,1740,0,00000000
1741,1741,0,00000000
1742,1742,0,00000000
1743,1743,0,c55177a0
1744,1744,0,e7b74405
1745,1745,0,80a31c07
1746,1746,0,40b2b581
1747,1747,0,44924422
1748,1748,0,01414902
1749,1749,0,11018082
1750,1750,0,00000000
1751,1751,0,ce06ca26
1752,1752,0,00000000
1753,1753,0,078547b2
1754,1754,0,47b2c63e
1755,1755,0,fcf478e3
1756,1756,0,00000000
1757,1757,0,00000000
1758,1758,0,f819c783
1759,1759,0,00000000
1760,1760,0,0828e789
1761,1761,0,00000000
1762,1762,0,074a2783
1763,1763,0,01578863
1764,1764,0,1c0087b7
1765,1765,0,08078793
1766,1766,0,00000000
1767,1767,0,00000000
1768,1768,0,00000000
1769,1769,0,00000000
1770,1770,0,00000000
1771,1771,0,f6a4c783
1772,1772,0,f0efe399
1773,1773,0,4783e46f
1774,1774,0,e399f689
1775,1775,0,00000000
1776,1776,0,d4227179
1777,1777,0,1c07e437
1778,1778,0,f8044783
1779,1779,0,00000000
1780,1780,0,d226d606
1781,1781,0,ce4ed04a
1782,1782,0,000107a3
1783,1783,0,00000000
1784,1784,0,6c634719
1785,1785,0,00000000
1786,1786,0,173704f7
1787,1787,0,078a1a00
1788,1788,0,09470713
1789,1789,0,439c97ba
1790,1790,0,00000000
1791,1791,0,f8040413
1792,1792,0,00f10613
1793,1793,0,00000000
1794,1794,0,45014585
1795,1795,0,00000000
1796,1796,0,00ef8782
1797,1797,0,47854e50
1798,1798,0,00000000
1799,1799,0,00ef8782
1800,1800,0,47854e50
1801,1801,0,02f51963
1802,1802,0,27b7bfc5
1803,1803,0,87930034
1804,1804,0,953e0417
1805,1805,0,591c051e
1806,1806,0,c7998b85
1807,1807,0,00000000
1808,1808,0,03454783
1809,1809,0,00000000
1810,1810,0,00234505
1811,1811,0,00000000
1812,1812,0,00000000
1813,1813,0,00000000
1814,1814,0,00000000
1815,1815,0,80824501
1816,1816,0,ca09832a
1817,1817,0,00058383
1818,1818,0,47854e50
1819,1819,0,02f51963
1820,1820,0,00f14703
1821,1821,0,05300793
1822,1822,0,50b2f6e7
1823,1823,0,54925422
1824,1824,0,49f25902
1825,1825,0,80826145
1826,1826,0,00000000
1827,1827,0,49f000ef
1828,1828,0,00000000
1829,1829,0,16e34785
1830,1830,0,4783e46f
1831,1831,0,e399f689
1832,1832,0,d24ff0ef
1833,1833,0,078547b2
1834,1834,0,00000000
1835,1835,0,00000000
1836,1836,0,c6061141
1837,1837,0,c226c422
1838,1838,0,00efc04a
1839,1839,0,00000000
1840,1840,0,c55177a0
1841,1841,0,00000000
1842,1842,0,e7b74405
1843,1843,0,1a1077b7
1844,1844,0,751343e8
1845,1845,0,80820ff5
1846,1846,0,1a1077b7
1847,1847,0,8082c7a8
1848,1848,0,00000000
1849,1849,0,00000000
1850,1850,0,00000000
1851,1851,0,00000000
1852,1852,0,c55177a0
1853,1853,0,e7b74405
1854,1854,0,80a31c07
1855,1855,0,40b2b581
1856,1856,0,44924422
1857,1857,0,01414902
1858,1858,0,11018082
1859,1859,0,00000000
1860,1860,0,ce06ca26
1861,1861,0,00000000
1862,1862,0,078547b2
1863,1863,0,47b2c63e
1864,1864,0,fcf478e3
1865,1865,0,00000000
1866,1866,0,00000000
1867,1867,0,f819c783
1868,1868,0,00000000
1869,1869,0,0828e789
1870,1870,0,00000000
1871,1871,0,074a2783
1872,1872,0,01578863
1873,1873,0,1c0087b7
1874,1874,0,08078793
1875,1875,0,00000000
1876,1876,0,00000000
1877,1877,0,00000000
1878,1878,0,00000000
1879,1879,0,00000000
1880,1880,0,f6a4c783
1881,1881,0,f0efe399
1882,1882,0,4783e46f
1883,1883,0,e399f689
1884,1884,0,00000000
1885,1885,0,d4227179
1886,1886,0,1c07e437
1887,1887,0,f8044783
1888,1888,0,00000000
1889,1889,0,d226d606
1890,1890,0,ce4ed04a
1891,1891,0,000107a3
1892,1892,0,00000000
1893,1893,0,6c634719
1894,1894,0,00000000
1895,1895,0,173704f7
1896,1896,0,078a1a00
1897,1897,0,09470713
1898,1898,0,439c97ba
1899,1899,0,00000000
1900,1900,0,f8040413
1901,1901,0,00f10613
1902,1902,0,00000000
1903,1903,0,45014585
1904,1904,0,00000000
1905,1905,0,00ef8782
1906,1906,0,47854e50
1907,1907,0,00000000
1908,1908,0,00ef8782
1909,1909,0,47854e50
1910,1910,0,02f51963
1911,1911,0,27b7bfc5
1912,1912,0,87930034
1913,1913,0,953e0417
1914,1914,0,591c051e
1915,1915,0,c7998b85
1916,1916,0,00000000
1917,1917,0,03454783
1918,1918,0,00000000
1919,1919,0,00234505
1920,1920,0,00000000
1921,1921,0,00000000
1922,1922,0,00000000
1923,1923,0,00000000
1924,1924,0,80824501
1925,1925,0,ca09832a
1926,1926,0,00058383
1927,1927,0,47854e50
1928,1928,0,02f51963
1929,1929,0,00f14703
1930,1930,0,05300793
1931,1931,0,50b2f6e7
1932,1932,0,54925422
1933,1933,0,49f25902
1934,1934,0,80826145
1935,1935,0,00000000
1936,1936,0,49f000ef
1937,1937,0,00000000
1938,1938,0,16e34785
1939,1939,0,4783e46f
1940,1940,0,e399f689
1941,1941,0,d24ff0ef
1942,1942,0,078547b2
1943,1943,0,00000000
1944,1944,0,00000000
1945,1945,0,c6061141
1946,1946,0,c226c422
1947,1947,0,00efc04a
1948,1948,0,00000000
1949,1949,0,c55177a0
1950,1950,0,00000000
1951,1951,0,e7b74405
1952,1952,0,1a1077b7
1953,1953,0,751343e8
1954,1954,0,80820ff5
1955,1955,0,1a1077b7
1956,1956,0,8082c7a8
1957,1957,0,00000000
1958,1958,0,00000000
1959,1959,0,00000000
1960,1960,0,00000000
1961,1961,0,c55177a0
1962,1962,0,e7b74405
1963,1963,0,80a31c07
1964,1964,0,40b2b581
1965,1965,0,44924422
1966,1966,0,01414902
1967,1967,0,11018082
1968,1968,0,00000000
1969,1969,0,ce06ca26
1970,1970,0,00000000
1971,1971,0,078547b2
1972,1972,0,47b2c63e
1973,1973,0,fcf478e3
1974,1974,0,00000000
1975,1975,0,00000000
1976,1976,0,f819c783
1977,1977,0,00000000
1978,1978,0,0828e789
1979,1979,0,00000000
1980,1980,0,074a2783
1981,1981,0,01578863
1982,1982,0,1c0087b7
1983,1983,0,08078793
1984,1984,0,00000000
1985,1985,0,00000000
1986,1986,0,00000000
1987,1987,0,00000000
1988,1988,0,00000000
1989,1989,0,f6a4c783
1990,1990,0,f0efe399
1991,1991,0,4783e46f
1992,1992,0,e399f689
1993,1993,0,00000000
1994,1994,0,d4227179
1995,1995,0,1c07e437
1996,1996,0,f8044783
1997,1997,0,00000000
1998,1998,0,d226d606
1999,1999,0,ce4ed04a
2000,2000,0,000107a3
2001,2001,0,00000000
2002,2002,0,6c634719
2003,2003,0,00000000
2004,2004,0,173704f7
2005,2005,0,078a1a00
2006,2006,0,09470713
2007,2007,0,439c97ba
2008,2008,0,00000000
2009,2009,0,f8040413
2010,2010,0,00f10613
2011,2011,0,00000000
2012,2012,0,45014585
2013,2013,0,00000000
2014,2014,0,00ef8782
2015,2015,0,47854e50
2016,2016,0,00000000
2017,2017,0,00ef8782
2018,2018,0,47854e50
2019,2019,0,02f51963
2020,2020,0,27b7bfc5
2021,2021,0,87930034
2022,2022,0,953e0417
2023,2023,0,591c051e
2024,2024,0,c7998b85
2025,2025,0,00000000
2026,2026,0,03454783
2027,2027,0,00000000
2028,2028,0,00234505
2029,2029,0,00000000
2030,2030,0,00000000
2031,2031,0,00000000
2032,2032,0,00000000
2033,2033,0,80824501
2034,2034,0,ca09832a
2035,2035,0,00058383
2036,2036,0,47854e50
2037,2037,0,02f51963
2038,2038,0,00f14703
2039,2039,0,05300793
2040,2040,0,50b2f6e7
2041,2041,0,54925422
2042,2042,0,49f25902
2043,2043,0,80826145
2044,2044,0,00000000
2045,2045,0,49f000ef
2046,2046,0,00000000
2047,2047,0,16e34785
2048,2048,0,4783e46f
2049,2049,0,e399f689
2050,2050,0,d24ff0ef
2051,2051,0,078547b2
2052,2052,0,00000000
2053,2053,0,00000000
2054,2054,0,c6061141
2055,2055,0,c226c422
2056,2056,0,00efc04a
2057,2057,0,00000000
2058,2058,0,c55177a0
2059,2059,0,00000000
2060,2060,0,e7b74405
2061,2061,0,1a1077b7
2062,2062,0,751343e8
2063,2063,0,80820ff5
2064,2064,0,1a1077b7
2065,2065,0,8082c7a8
2066,2066,0,00000000
2067,2067,0,00000000
2068,2068,0,00000000
2069,2069,0,00000000
2070,2070,0,c55177a0
2071,2071,0,e7b74405
2072,2072,0,80a31c07
2073,2073,0,40b2b581
2074,2074,0,44924422
2075,2075,0,01414902
2076,2076,0,11018082
2077,2077,0,00000000
2078,2078,0,ce06ca26
2079,2079,0,00000000
2080,2080,0,078547b2
2081,2081,0,47b2c63e
2082,2082,0,fcf478e3
2083,2083,0,00000000
2084,2084,0,00000000
2085,2085,0,f819c783
2086,2086,0,00000000
2087,2087,0,0828e789
2088,2088,0,00000000
2089,2089,0,074a2783
2090,2090,0,01578863
2091,2091,0,1c0087b7
2092,2092,0,08078793
2093,2093,0,00000000
2094,2094,0,00000000
2095,2095,0,00000000
2096,2096,0,00000000
2097,2097,0,00000000
2098,2098,0,f6a4c783
2099,2099,0,f0efe399
2100,2100,0,4783e46f
2101,2101,0,e399f689
2102,2102,0,00000000
2103,2103,0,d4227179
2104,2104,0,1c07e437
2105,2105,0,f8044783
2106,2106,0,00000000
2107,2107,0,d226d606
2108,2108,0,ce4ed04a
2109,2109,0,000107a3
2110,2110,0,00000000
2111,2111,0,6c634719
2112,2112,0,00000000
2113,2113,0,173704f7
2114,2114,0,078a1a00
2115,2115,0,09470713
2116,2116,0,439c97ba
2117,2117,0,00000000
2118,2118,0,f8040413
2119,2119,0,00f10613
2120,2120,0,00000000
2121,2121,0,45014585
2122,2122,0,00000000
2123,2123,0,00ef8782
2124,2124,0,47854e50
2125,2125,0,00000000
2126,2126,0,00ef8782
2127,2127,0,47854e50
2128,2128,0,02f51963
2129,2129,0,27b7bfc5
2130,2130,0,87930034
2131,2131,0,953e0417
2132,2132,0,591c051e
2133,2133,0,c7998b85
2134,2134,0,00000000
2135,2135,0,03454783
2136,2136,0,00000000
2137,2137,0,00234505
2138,2138,0,00000000
2139,2139,0,00000000
2140,2140,0,00000000
2141,2141,0,00000000
2142,2142,0,80824501
2143,2143,0,ca09832a
2144,2144,0,00058383
2145,2145,0,47854e50
2146,2146,0,02f51963
2147,2147,0,00f14703
2148,2148,0,05300793
2149,2149,0,50b2f6e7
2150,2150,0,54925422
2151,2151,0,49f25902
2152,2152,0,80826145
2153,2153,0,00000000
2154,2154,0,49f000ef
2155,2155,0,00000000
2156,2156,0,16e34785
2157,2157,0,4783e46f
2158,2158,0,e399f689
2159,2159,0,d24ff0ef
2160,2160,0,078547b2
2161,2161,0,00000000
2162,2162,0,00000000
2163,2163,0,c6061141
2164,2164,0,c226c422
2165,2165,0,00efc04a
2166,2166,0,00000000
2167,2167,0,c55177a0
2168,2168,0,00000000
2169,2169,0,e7b74405
2170,2170,0,1a1077b7
2171,2171,0,751343e8
2172,2172,0,80820ff5
2173,2173,0,1a1077b7
2174,2174,0,8082c7a8
2175,2175,0,00000000
2176,2176,0,00000000
2177,2177,0,00000000
2178,2178,0,00000000
2179,2179,0,c55177a0
2180,2180,0,e7b74405
2181,2181,0,80a31c07
2182,2182,0,40b2b581
2183,2183,0,44924422
2184,2184,0,01414902
2185,2185,0,11018082
2186,2186,0,00000000
2187,2187,0,ce06ca26
2188,2188,0,00000000
2189,2189,0,078547b2
2190,2190,0,47b2c63e
2191,2191,0,fcf478e3
2192,2192,0,00000000
2193,2193,0,00000000
2194,2194,0,f819c783
2195,2195,0,00000000
2196,2196,0,0828e789
2197,2197,0,00000000
2198,2198,0,074a2783
2199,2199,0,01578863
2200,2200,0,1c0087b7
2201,2201,0,08078793
2202,2202,0,00000000
2203,2203,0,00000000
2204,2204,0,00000000
2205,2205,0,00000000
2206,2206,0,00000000
2207,2207,0,f6a4c783
2208,2208,0,f0efe399
2209,2209,0,4783e46f
2210,2210,0,e399f689
2211,2211,0,00000000
2212,2212,0,d4227179
2213,2213,0,1c07e437
2214,2214,0,f8044783
2215,2215,0,00000000
2216,2216,0,d226d606
2217,2217,0,ce4ed04a
2218,2218,0,000107a3
2219,2219,0,00000000
2220,2220,0,6c634719
2221,2221,0,00000000
2222,2222,0,173704f7
2223,2223,0,078a1a00
2224,2224,0,09470713
2225,2225,0,439c97ba
2226,2226,0,00000000
2227,2227,0,f8040413
2228,2228,0,00f10613
2229,2229,0,00000000
2230,2230,0,45014585
2231,2231,0,00000000
2232,2232,0,00ef8782
2233,2233,0,47854e50
2234,2234,0,00000000
2235,2235,0,00ef8782
2236,2236,0,47854e50
2237,2237,0,02f51963
2238,2238,0,27b7bfc5
2239,2239,0,87930034
2240,2240,0,953e0417
2241,2241,0,591c051e
